"regions","indicators","banks","currency-type","monthly-income","insurance-companies","type-of-insurance","economic-activity","countries","foreign-currency","assets","liabilities","Unit","Date","Value"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2012","0.06896"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2013","0.06337"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2014","0.05194"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2015","0.04383"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2016","0.04436"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2017","0.04702"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2018","0.04427"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2019","0.04368"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2012","0.06819"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2013","0.07119"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2014","0.06288"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2015","0.0564"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2016","0.5415"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2017","0.06211"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2018","0.05898"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2019","0.05773"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2012","0.00448"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2013","0.00367"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2014","0.003224"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2015","0.003197"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2016","0.003303"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2017","0.003418"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2018","0.003487"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2019","0.003543"
"Oman","Foreign Assets  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","5952800000"
"Oman","Foreign Assets  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","6763600000"
"Oman","Foreign Assets  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","6546400000"
"Oman","Foreign Assets  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","4608400000"
"Oman","Foreign Assets  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","4567000000"
"Oman","Foreign Assets  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","4319600000"
"Oman","Foreign Assets  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","5134800000"
"Oman","Foreign Assets  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","4954500000"
"Oman","Domestic Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","4959200000"
"Oman","Domestic Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","5173900000"
"Oman","Domestic Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","7220500000"
"Oman","Domestic Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","10537300000"
"Oman","Domestic Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","10856700000"
"Oman","Domestic Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","11749100000"
"Oman","Domestic Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","12265600000"
"Oman","Domestic Assets","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","12797100000"
"Oman","Claims on Government  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","-4146100000"
"Oman","Claims on Government  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","-4829900000"
"Oman","Claims on Government  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","-4810800000"
"Oman","Claims on Government  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","-3224500000"
"Oman","Claims on Government  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","-4548000000"
"Oman","Claims on Government  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","-4594600000"
"Oman","Claims on Government  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","-5046600000"
"Oman","Claims on Government  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","-4647200000"
"Oman","Claims on Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","615700000"
"Oman","Claims on Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","613843000"
"Oman","Claims on Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","835000000"
"Oman","Claims on Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","2628800000"
"Oman","Claims on Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","2538000000"
"Oman","Claims on Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","2544900000"
"Oman","Claims on Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","2833100000"
"Oman","Claims on Government","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","3401700000"
"Oman","Government Deposits  (-)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","4761800000"
"Oman","Government Deposits  (-)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","5443700000"
"Oman","Government Deposits  (-)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","5645800000"
"Oman","Government Deposits  (-)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","5853300000"
"Oman","Government Deposits  (-)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","7086000000"
"Oman","Government Deposits  (-)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","7139500000"
"Oman","Government Deposits  (-)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","7879700000"
"Oman","Government Deposits  (-)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","8048900000"
"Oman","Domestic Claims on Private  Sector","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","12577200000"
"Oman","Domestic Claims on Private  Sector","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","13906900000"
"Oman","Domestic Claims on Private  Sector","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","15966100000"
"Oman","Domestic Claims on Private  Sector","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","18185800000"
"Oman","Domestic Claims on Private  Sector","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","19985600000"
"Oman","Domestic Claims on Private  Sector","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","21255400000"
"Oman","Domestic Claims on Private  Sector","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","22337400000"
"Oman","Domestic Claims on Private  Sector","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","22950900000"
"Oman","Claims on Public Enterprises","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","1714200000"
"Oman","Claims on Public Enterprises","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","1750000000"
"Oman","Claims on Public Enterprises","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","2016200000"
"Oman","Claims on Public Enterprises","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","1982300000"
"Oman","Claims on Public Enterprises","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","2098300000"
"Oman","Claims on Public Enterprises","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","2338900000"
"Oman","Claims on Public Enterprises","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","2663600000"
"Oman","Claims on Public Enterprises","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","2724700000"
"Oman","Other Items  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","5186100000"
"Oman","Other Items  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","5225600000"
"Oman","Other Items  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","5950900000"
"Oman","Other Items  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","6406300000"
"Oman","Other Items  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","6679200000"
"Oman","Other Items  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","7250600000"
"Oman","Other Items  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","7688800000"
"Oman","Other Items  (Net)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2019","8231400000"
"Oman","Monetary Authorities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2012","3761000000"
"Oman","Monetary Authorities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2013","4114500000"
"Oman","Monetary Authorities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2014","4649400000"
"Oman","Monetary Authorities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2015","5438800000"
"Oman","Monetary Authorities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2016","3929200000"
"Oman","Monetary Authorities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2017","3787700000"
"Oman","Monetary Authorities","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","","2018","4300700000"
